nombre,precio_alquiler,precio_venta,superficie_venta,codi_districte,nom_districte,codi_barri,elasticidad_10y_stars,rentabilidad_10y_stars,grow_acu_alquiler_10y_stars,grow_acu_venta_10y_stars,año,num_mes,trimestre,dia_semana,precio_alquiler_lag_1,precio_alquiler_lag_3,precio_alquiler_lag_6,precio_alquiler_lag_12
baro de viver,4.24044474493219,729.3406862745094,94.375,9,6,58,1.0,3,5,3,2016,8,3,0,3.84653165449775,3.68122529116658,3.433265746169825,3.551768760750707
baro de viver,4.63435783536663,808.3431372549014,96.0,9,6,58,1.0,3,5,3,2016,9,3,3,4.24044474493219,3.763878472832165,3.51591892783541,3.5115375215014133
baro de viver,5.0282709258010705,887.3455882352937,124.2,9,6,58,1.0,3,5,3,2016,10,4,5,4.63435783536663,3.84653165449775,3.598572109500995,3.47130628225212
baro de viver,5.42218401623551,966.3480392156857,152.4,9,6,58,1.0,3,5,3,2016,11,4,1,5.0282709258010705,4.24044474493219,3.68122529116658,3.431075043002827
baro de viver,5.81609710666995,1045.3504901960778,180.6,9,6,58,1.0,3,5,3,2016,12,4,3,5.42218401623551,4.63435783536663,3.763878472832165,3.3908438037535333
baro de viver,6.21001019710439,1124.35294117647,208.8,9,6,58,1.0,3,5,3,2017,1,1,6,5.81609710666995,5.0282709258010705,3.84653165449775,3.35061256450424
baro de viver,6.315640248596848,1124.1401960784308,237.0,9,6,58,1.0,3,5,3,2017,2,1,2,6.21001019710439,5.42218401623551,4.24044474493219,3.433265746169825
baro de viver,6.421270300089307,1123.9274509803918,224.75,9,6,58,1.0,3,5,3,2017,3,1,2,6.315640248596848,5.81609710666995,4.63435783536663,3.51591892783541
baro de viver,6.526900351581765,1123.7147058823525,212.5,9,6,58,1.0,3,5,3,2017,4,2,5,6.421270300089307,6.21001019710439,5.0282709258010705,3.598572109500995
baro de viver,6.632530403074224,1123.5019607843133,200.25,9,6,58,1.0,3,5,3,2017,5,2,0,6.526900351581765,6.315640248596848,5.42218401623551,3.68122529116658
baro de viver,6.738160454566682,1123.2892156862742,188.0,9,6,58,1.0,3,5,3,2017,6,2,3,6.632530403074224,6.421270300089307,5.81609710666995,3.763878472832165
baro de viver,6.84379050605914,1123.076470588235,175.75,9,6,58,1.0,3,5,3,2017,7,3,5,6.738160454566682,6.526900351581765,6.21001019710439,3.84653165449775
baro de viver,6.949420557551599,1122.8637254901957,163.5,9,6,58,1.0,3,5,3,2017,8,3,1,6.84379050605914,6.632530403074224,6.315640248596848,4.24044474493219
baro de viver,7.055050609044057,1122.6509803921567,151.25,9,6,58,1.0,3,5,3,2017,9,3,4,6.949420557551599,6.738160454566682,6.421270300089307,4.63435783536663
baro de viver,7.160680660536515,1122.4382352941175,139.0,9,6,58,1.0,3,5,3,2017,10,4,6,7.055050609044057,6.84379050605914,6.526900351581765,5.0282709258010705
baro de viver,7.266310712028973,1122.2254901960782,311.0,9,6,58,1.0,3,5,3,2017,11,4,2,7.160680660536515,6.949420557551599,6.632530403074224,5.42218401623551
baro de viver,7.371940763521432,1122.0127450980392,438.7142857142857,9,6,58,1.0,3,5,3,2017,12,4,4,7.266310712028973,7.055050609044057,6.738160454566682,5.81609710666995
baro de viver,7.47757081501389,1121.8,566.4285714285714,9,6,58,1.0,3,5,3,2018,1,1,0,7.371940763521432,7.160680660536515,6.84379050605914,6.21001019710439
baro de viver,7.491116985544946,1148.173809523809,694.1428571428571,9,6,58,1.0,3,5,3,2018,2,1,3,7.47757081501389,7.266310712028973,6.949420557551599,6.315640248596848
baro de viver,7.504663156076002,1174.5476190476184,821.8571428571429,9,6,58,1.0,3,5,3,2018,3,1,3,7.491116985544946,7.371940763521432,7.055050609044057,6.421270300089307
baro de viver,7.518209326607057,1200.9214285714274,949.5714285714286,9,6,58,1.0,3,5,3,2018,4,2,6,7.504663156076002,7.47757081501389,7.160680660536515,6.526900351581765
baro de viver,7.531755497138112,1227.2952380952365,1077.2857142857142,9,6,58,1.0,3,5,3,2018,5,2,1,7.518209326607057,7.491116985544946,7.266310712028973,6.632530403074224
baro de viver,7.545301667669168,1253.6690476190458,1205.0,9,6,58,1.0,3,5,3,2018,6,2,4,7.531755497138112,7.504663156076002,7.371940763521432,6.738160454566682
baro de viver,7.558847838200224,1280.042857142855,1045.6666666666667,9,6,58,1.0,3,5,3,2018,7,3,6,7.545301667669168,7.518209326607057,7.47757081501389,6.84379050605914
baro de viver,7.572394008731279,1306.416666666664,886.3333333333333,9,6,58,1.0,3,5,3,2018,8,3,2,7.558847838200224,7.531755497138112,7.491116985544946,6.949420557551599
baro de viver,7.585940179262335,1332.7904761904733,727.0,9,6,58,1.0,3,5,3,2018,9,3,5,7.572394008731279,7.545301667669168,7.504663156076002,7.055050609044057
baro de viver,7.59948634979339,1359.1642857142824,567.6666666666666,9,6,58,1.0,3,5,3,2018,10,4,0,7.585940179262335,7.558847838200224,7.518209326607057,7.160680660536515
baro de viver,7.236230672431111,1385.5380952380915,408.33333333333326,9,6,58,1.0,3,5,3,2018,11,4,3,7.59948634979339,7.572394008731279,7.531755497138112,7.266310712028973
baro de viver,6.87297499506883,1411.9119047619006,249.0,9,6,58,1.0,3,5,3,2018,12,4,5,7.236230672431111,7.585940179262335,7.545301667669168,7.371940763521432
baro de viver,6.50971931770655,1438.28571428571,237.4,9,6,58,1.0,3,5,3,2019,1,1,1,6.87297499506883,7.59948634979339,7.558847838200224,7.47757081501389
baro de viver,6.61028465791156,1440.0396825396783,225.8,9,6,58,1.0,3,5,3,2019,2,1,4,6.50971931770655,7.236230672431111,7.572394008731279,7.491116985544946
baro de viver,6.7108499981165695,1441.7936507936465,214.2,9,6,58,1.0,3,5,3,2019,3,1,4,6.61028465791156,6.87297499506883,7.585940179262335,7.504663156076002
baro de viver,6.811415338321579,1443.547619047615,202.6,9,6,58,1.0,3,5,3,2019,4,2,0,6.7108499981165695,6.50971931770655,7.59948634979339,7.518209326607057
baro de viver,6.9119806785265885,1445.3015873015834,191.0,9,6,58,1.0,3,5,3,2019,5,2,2,6.811415338321579,6.61028465791156,7.236230672431111,7.531755497138112
baro de viver,7.012546018731598,1447.0555555555516,179.4,9,6,58,1.0,3,5,3,2019,6,2,5,6.9119806785265885,6.7108499981165695,6.87297499506883,7.545301667669168
baro de viver,7.113111358936608,1448.80952380952,167.8,9,6,58,1.0,3,5,3,2019,7,3,0,7.012546018731598,6.811415338321579,6.50971931770655,7.558847838200224
baro de viver,7.213676699141617,1450.5634920634884,156.2,9,6,58,1.0,3,5,3,2019,8,3,3,7.113111358936608,6.9119806785265885,6.61028465791156,7.572394008731279
baro de viver,7.314242039346627,1452.3174603174566,144.60000000000002,9,6,58,1.0,3,5,3,2019,9,3,6,7.213676699141617,7.012546018731598,6.7108499981165695,7.585940179262335
baro de viver,7.414807379551637,1454.071428571425,133.0,9,6,58,1.0,3,5,3,2019,10,4,1,7.314242039346627,7.113111358936608,6.811415338321579,7.59948634979339
baro de viver,7.5153727197566464,1455.8253968253935,142.0,9,6,58,1.0,3,5,3,2019,11,4,4,7.414807379551637,7.213676699141617,6.9119806785265885,7.236230672431111
baro de viver,7.615938059961656,1457.5793650793617,151.0,9,6,58,1.0,3,5,3,2019,12,4,6,7.5153727197566464,7.314242039346627,7.012546018731598,6.87297499506883
baro de viver,7.7165034001666655,1459.33333333333,160.0,9,6,58,1.0,3,5,3,2020,1,1,2,7.615938059961656,7.414807379551637,7.113111358936608,6.50971931770655
baro de viver,7.740691648374999,1455.4222222222193,476.0,9,6,58,1.0,3,5,3,2020,2,1,5,7.7165034001666655,7.5153727197566464,7.213676699141617,6.61028465791156
baro de viver,7.7648798965833326,1451.5111111111084,792.0,9,6,58,1.0,3,5,3,2020,3,1,6,7.740691648374999,7.615938059961656,7.314242039346627,6.7108499981165695
baro de viver,7.789068144791667,1447.5999999999976,1108.0,9,6,58,1.0,3,5,3,2020,4,2,2,7.7648798965833326,7.7165034001666655,7.414807379551637,6.811415338321579
baro de viver,7.8132563930000005,1443.6888888888868,1424.0,9,6,58,1.0,3,5,3,2020,5,2,4,7.789068144791667,7.740691648374999,7.5153727197566464,6.9119806785265885
baro de viver,7.837444641208334,1439.777777777776,1740.0,9,6,58,1.0,3,5,3,2020,6,2,0,7.8132563930000005,7.7648798965833326,7.615938059961656,7.012546018731598
baro de viver,7.861632889416668,1435.866666666665,1529.0,9,6,58,1.0,3,5,3,2020,7,3,2,7.837444641208334,7.789068144791667,7.7165034001666655,7.113111358936608
baro de viver,7.885821137625001,1431.9555555555542,1318.0,9,6,58,1.0,3,5,3,2020,8,3,5,7.861632889416668,7.8132563930000005,7.740691648374999,7.213676699141617
baro de viver,7.910009385833335,1428.0444444444433,1107.0,9,6,58,1.0,3,5,3,2020,9,3,1,7.885821137625001,7.837444641208334,7.7648798965833326,7.314242039346627
baro de viver,7.934197634041668,1424.1333333333325,896.0,9,6,58,1.0,3,5,3,2020,10,4,3,7.910009385833335,7.861632889416668,7.789068144791667,7.414807379551637
baro de viver,7.958385882250003,1420.2222222222217,685.0,9,6,58,1.0,3,5,3,2020,11,4,6,7.934197634041668,7.885821137625001,7.8132563930000005,7.5153727197566464
baro de viver,7.982574130458336,1416.311111111111,474.0,9,6,58,1.0,3,5,3,2020,12,4,1,7.958385882250003,7.910009385833335,7.837444641208334,7.615938059961656
